Time(s) Ch1(μV) Ch2(μV) Ch3(μV) Ch4(μV)
60.423 -206.24 -171.01 -162.45 -216.43
60.427 -197.72 -162.70 -154.03 -208.97
60.430 -212.50 -177.72 -168.31 -223.16
60.434 -227.67 -192.63 -182.66 -236.62
60.438 -222.56 -187.55 -177.72 -231.39
60.442 -207.49 -172.26 -163.37 -217.84
60.446 -197.39 -162.18 -153.65 -208.34
60.450 -211.74 -176.82 -167.44 -221.53
60.454 -229.11 -194.48 -184.22 -237.44
60.458 -223.85 -189.21 -179.04 -232.66
60.461 -206.89 -171.59 -162.47 -216.70
60.465 -196.58 -161.07 -152.42 -207.74
60.469 -211.60 -176.85 -167.37 -222.24
60.473 -229.37 -194.30 -184.58 -237.91
60.477 -222.42 -187.46 -177.50 -231.03
60.481 -206.93 -171.80 -162.59 -217.21
60.485 -197.57 -162.25 -153.42 -208.79
60.489 -212.01 -176.91 -167.24 -221.55
60.492 -229.57 -194.21 -184.33 -237.80
60.496 -223.12 -188.34 -178.52 -231.94
60.500 -211.36 -176.31 -167.21 -221.17
60.504 -223.79 -189.10 -179.08 -232.41
60.508 -208.92 -174.03 -164.44 -218.85
60.512 -197.77 -162.85 -153.56 -208.79
60.516 -211.65 -176.69 -167.01 -221.66
60.520 -228.75 -194.26 -183.93 -237.15
60.524 -221.10 -186.50 -176.49 -229.87
60.527 -208.01 -173.23 -163.82 -217.86
60.531 -196.90 -162.07 -152.73 -207.85
60.535 -209.97 -174.95 -165.34 -219.92
60.539 -229.37 -194.39 -184.20 -237.53
60.543 -223.94 -189.12 -178.81 -232.39
60.547 -208.81 -173.63 -164.11 -218.76
60.551 -195.96 -160.66 -151.59 -206.91
60.555 -206.57 -171.62 -161.56 -215.90
60.558 -227.45 -192.76 -182.08 -235.19
60.562 -221.28 -186.21 -175.77 -229.46
60.566 -206.62 -171.42 -161.49 -216.23
60.570 -197.37 -162.72 -153.29 -208.45
60.574 -210.46 -175.82 -165.40 -219.94
60.578 -226.98 -192.45 -181.32 -234.85
60.582 -223.54 -189.03 -178.68 -231.97
60.586 -207.38 -172.69 -162.94 -217.53
60.590 -196.78 -161.78 -152.08 -207.36
60.593 -207.71 -173.02 -162.85 -217.77
60.597 -225.13 -190.68 -179.75 -233.58
60.601 -221.26 -186.55 -176.29 -229.93
60.605 -208.03 -172.91 -163.21 -217.82
60.609 -199.20 -163.88 -154.56 -209.95
60.613 -210.20 -175.33 -165.40 -220.03
60.617 -225.10 -190.53 -179.64 -233.51
60.621 -219.87 -185.39 -174.77 -228.19
60.625 -207.74 -173.18 -163.08 -217.19
60.628 -195.29 -160.64 -150.92 -205.95
60.632 -210.53 -175.82 -165.49 -220.14
60.636 -228.48 -194.01 -182.52 -236.06
60.640 -221.42 -186.86 -176.04 -228.99
60.644 -207.89 -173.43 -163.01 -217.39
60.648 -219.87 -185.39 -174.77 -228.19
60.652 -207.74 -173.18 -163.08 -217.19
60.656 -195.29 -160.64 -150.92 -205.95
60.659 -210.53 -175.82 -165.49 -220.14
60.663 -228.48 -194.01 -182.52 -236.06
60.667 -221.42 -186.86 -176.04 -228.99
60.671 -207.89 -173.43 -163.01 -217.39
60.675 -195.67 -160.98 -151.03 -206.24
60.679 -209.19 -174.57 -164.20 -218.76
60.683 -226.53 -191.82 -181.18 -234.78
60.686 -220.81 -186.03 -175.71 -229.24
60.690 -207.56 -172.94 -162.94 -217.08
60.694 -196.27 -161.80 -151.41 -206.87
60.698 -209.70 -175.17 -164.62 -219.05
60.702 -227.29 -192.78 -181.72 -235.19
60.706 -222.60 -188.18 -177.56 -231.14
60.710 -206.17 -171.75 -161.76 -215.76
60.714 -197.70 -163.15 -153.42 -207.89
60.717 -208.52 -174.03 -163.68 -217.97
60.721 -225.17 -191.06 -179.44 -232.82
60.725 -218.82 -184.60 -173.05 -226.67
60.729 -206.62 -172.04 -161.89 -216.34
60.733 -199.44 -164.78 -154.54 -209.37
60.737 -211.29 -176.67 -165.83 -220.90
60.741 -224.52 -189.63 -178.97 -233.02
60.744 -219.43 -184.98 -173.78 -227.70
60.748 -206.82 -172.13 -161.58 -216.30
60.752 -199.02 -164.04 -153.94 -209.30
60.756 -210.58 -176.31 -165.05 -219.87
60.760 -225.28 -190.93 -179.31 -232.68
60.764 -219.29 -185.18 -173.87 -227.61
60.768 -206.73 -172.58 -161.96 -216.41
60.772 -198.15 -163.41 -153.06 -208.50
60.775 -210.06 -175.68 -164.82 -219.38
60.779 -226.56 -192.54 -181.29 -234.34
60.783 -220.68 -186.37 -175.22 -228.81
60.787 -205.93 -171.19 -160.82 -215.05
60.791 -220.97 -187.60 -174.50 -227.76
60.811 -206.51 -173.25 -160.73 -214.93
60.832 -198.57 -164.64 -152.84 -207.71
60.852 -210.46 -176.78 -164.67 -218.58
60.872 -225.95 -192.98 -180.02 -233.11
60.893 -222.89 -189.63 -177.34 -230.54
60.913 -207.54 -174.30 -162.09 -216.16
60.933 -198.06 -164.22 -152.42 -207.40
60.954 -210.96 -177.29 -164.78 -219.18
60.974 -228.14 -195.11 -181.63 -234.98
60.995 -222.44 -188.89 -176.11 -229.35
61.015 -207.58 -173.74 -161.80 -215.90
61.035 -200.56 -166.61 -154.65 -209.57
61.056 -214.89 -181.21 -168.58 -223.00
61.076 -224.90 -191.91 -178.79 -231.92
61.096 -218.64 -185.12 -172.35 -225.37
61.117 -208.70 -174.84 -162.81 -217.01
61.137 -198.60 -164.62 -153.00 -207.89
61.157 -210.87 -177.41 -165.20 -219.11
61.178 -228.41 -194.71 -182.32 -235.16
61.198 -220.92 -187.58 -174.97 -228.21
61.218 -209.15 -175.75 -163.10 -217.15
61.239 -198.26 -164.42 -152.08 -206.95
61.259 -211.94 -178.57 -165.72 -220.46
61.280 -227.47 -194.12 -180.92 -234.54
61.300 -222.47 -188.94 -175.77 -229.31
61.320 -209.03 -175.55 -162.74 -217.04
61.341 -195.78 -162.16 -150.29 -205.37
61.361 -210.58 -176.96 -164.75 -218.82
61.381 -228.12 -194.82 -182.30 -235.07
61.402 -223.65 -190.17 -177.79 -231.03
61.422 -208.83 -175.04 -162.90 -216.97
61.442 -198.73 -165.05 -153.11 -207.89
61.463 -211.72 -178.37 -166.12 -220.37
61.483 -227.27 -193.90 -180.85 -233.71
61.504 -222.60 -189.05 -176.42 -229.28
61.524 -208.47 -174.79 -162.92 -217.17
61.544 -223.65 -190.17 -177.79 -231.03
61.548 -208.83 -175.04 -162.90 -216.97
61.552 -198.73 -165.05 -153.11 -207.89
61.556 -211.72 -178.37 -166.12 -220.37
61.560 -227.27 -193.90 -180.85 -233.71
61.564 -222.60 -189.05 -176.42 -229.28
61.568 -208.47 -174.79 -162.92 -217.17
61.571 -197.77 -164.37 -152.04 -207.25
61.575 -210.53 -177.38 -164.42 -218.69
61.579 -228.26 -194.84 -181.65 -234.63
61.583 -223.34 -189.81 -176.74 -230.09
61.587 -207.92 -173.87 -161.85 -215.87
61.591 -198.64 -164.04 -152.75 -207.71
61.595 -211.20 -176.94 -164.87 -219.45
61.599 -227.79 -194.35 -181.23 -234.49
61.603 -222.47 -188.98 -176.11 -229.42
61.606 -209.08 -175.46 -163.41 -217.08
61.610 -198.06 -164.49 -152.53 -207.33
61.614 -210.20 -176.76 -164.13 -218.29
61.618 -228.88 -195.40 -182.14 -235.27
61.622 -222.78 -189.03 -176.42 -229.75
61.626 -207.18 -173.20 -161.20 -215.45
61.630 -198.98 -165.34 -153.89 -208.14
61.634 -212.77 -178.93 -166.83 -220.43
61.637 -229.31 -195.53 -182.61 -235.57
61.641 -224.12 -190.59 -177.90 -231.07
61.645 -207.40 -173.99 -161.63 -215.83
61.649 -198.55 -165.11 -152.84 -207.89
61.653 -213.15 -179.64 -167.06 -221.64
61.657 -228.93 -195.71 -182.55 -235.50
61.661 -222.38 -188.78 -176.27 -228.97
61.665 -208.63 -174.95 -162.41 -216.45
61.668 -199.58 -165.89 -153.69 -208.47
61.672 -213.53 -179.93 -167.21 -221.26
61.676 -229.02 -195.51 -182.99 -236.15
61.680 -222.94 -189.48 -176.94 -230.00
61.684 -209.30 -175.82 -163.21 -217.06
61.688 -227.81 -194.88 -181.61 -234.47
61.692 -224.77 -191.38 -178.50 -231.97
61.696 -211.22 -177.56 -165.60 -219.56
61.700 -201.68 -167.79 -155.61 -210.24
61.704 -210.87 -177.63 -164.78 -218.49
61.708 -229.87 -196.27 -183.53 -236.50
61.712 -223.34 -189.81 -177.29 -230.47
61.716 -208.30 -174.68 -162.52 -216.77
61.720 -200.23 -166.77 -154.56 -209.44
61.724 -214.06 -180.38 -168.24 -222.04
61.728 -230.80 -197.63 -184.63 -237.35
61.732 -223.90 -190.91 -177.90 -231.09
61.736 -209.01 -175.39 -163.03 -217.37
61.740 -199.58 -165.94 -153.85 -209.10
61.744 -211.92 -178.52 -165.92 -220.30
61.748 -229.26 -196.23 -182.99 -235.88
61.752 -224.32 -191.26 -178.61 -231.63
61.757 -209.19 -175.82 -163.64 -217.55
61.761 -201.72 -168.13 -156.51 -210.87
61.765 -214.44 -181.18 -168.91 -222.60
61.769 -230.36 -197.46 -184.42 -237.22
61.773 -221.33 -187.87 -175.57 -228.37
61.777 -208.39 -174.81 -162.97 -216.68
61.781 -201.37 -167.66 -156.04 -210.64
61.785 -214.67 -181.25 -169.07 -222.78
61.789 -230.04 -196.72 -183.91 -236.62
61.793 -224.10 -190.79 -178.43 -231.32
61.797 -211.05 -177.81 -165.83 -219.40
61.801 -200.76 -167.57 -155.77 -210.08
61.805 -214.38 -180.80 -168.26 -222.11
61.809 -229.64 -196.05 -182.81 -235.72
61.813 -223.79 -190.37 -177.72 -230.94
61.817 -208.05 -174.50 -162.59 -216.28
61.821 -199.47 -165.78 -154.03 -208.32
61.825 -214.67 -181.09 -168.87 -223.12
61.829 -229.93 -197.16 -183.80 -237.06
61.833 -223.23 -190.26 -177.43 -230.36
61.837 -229.64 -196.05 -182.81 -235.72
61.841 -223.79 -190.37 -177.72 -230.94
61.845 -208.05 -174.50 -162.59 -216.28
61.849 -199.47 -165.78 -154.03 -208.32
61.854 -214.67 -181.09 -168.87 -223.12
61.858 -229.93 -197.16 -183.80 -237.06
61.862 -223.23 -190.26 -177.43 -230.36
61.866 -209.68 -175.91 -163.86 -217.68
61.870 -200.99 -167.24 -155.66 -210.40
61.874 -213.53 -180.33 -167.73 -221.84
61.878 -231.23 -197.68 -184.65 -238.00
61.882 -224.39 -190.91 -178.55 -231.61
61.886 -208.47 -175.22 -163.21 -217.48
61.890 -200.18 -166.68 -155.34 -209.82
61.894 -215.72 -182.19 -169.81 -223.36
61.898 -232.61 -199.69 -186.46 -239.03
61.902 -223.00 -190.33 -177.58 -230.60
61.906 -209.03 -175.46 -163.35 -217.26
61.910 -202.48 -169.11 -156.91 -211.60
61.915 -216.63 -183.46 -170.48 -224.72
61.919 -229.26 -196.05 -183.24 -235.95
61.923 -223.12 -189.68 -177.41 -230.31
61.927 -208.47 -174.72 -162.81 -216.59
61.931 -200.12 -166.16 -154.38 -209.01
61.935 -215.72 -182.03 -170.07 -224.19
61.939 -229.98 -196.58 -184.13 -236.73
61.943 -225.28 -191.85 -179.57 -232.61
61.947 -209.86 -176.04 -164.04 -217.68
61.951 -202.22 -168.67 -156.71 -211.22
61.955 -214.00 -180.85 -168.29 -222.33
61.959 -231.79 -198.53 -185.83 -238.54
61.963 -225.24 -192.18 -179.55 -232.28
61.967 -211.69 -178.30 -166.50 -220.12
61.972 -202.66 -168.62 -157.11 -211.69
61.976 -213.88 -180.29 -168.13 -222.00
61.980 -231.39 -198.19 -185.47 -238.38
61.984 -224.34 -191.26 -178.68 -231.47
61.988 -233.69 -200.43 -187.51 -240.48
62.010 -224.68 -191.35 -178.86 -231.63
62.033 -210.91 -177.38 -166.12 -219.47
62.056 -203.45 -169.92 -158.94 -213.19
62.078 -218.42 -184.67 -173.02 -226.58
62.101 -233.82 -200.41 -188.29 -240.44
62.124 -229.13 -195.71 -183.49 -236.41
62.146 -213.26 -179.64 -168.09 -221.42
62.169 -201.61 -168.26 -156.73 -210.20
62.192 -218.91 -185.52 -173.81 -227.59
62.214 -236.06 -202.78 -190.30 -243.28
62.237 -227.12 -194.08 -181.74 -234.63
62.260 -213.26 -180.07 -168.33 -221.86
62.282 -204.85 -171.19 -160.37 -214.71
62.305 -216.52 -183.19 -171.57 -224.95
62.328 -232.64 -199.76 -187.58 -239.92
62.350 -228.52 -195.33 -183.42 -235.86
62.373 -212.77 -178.97 -167.95 -221.22
62.396 -203.96 -170.19 -159.06 -213.46
62.418 -220.50 -186.95 -175.04 -228.70
62.441 -234.11 -200.85 -188.34 -240.86
62.464 -224.05 -190.79 -179.06 -231.56
62.486 -212.32 -178.66 -167.39 -220.90
62.509 -204.70 -170.83 -159.77 -214.17
62.532 -218.98 -185.54 -173.54 -227.18
62.554 -234.87 -201.48 -189.03 -241.33
62.577 -227.41 -193.92 -182.10 -234.67
62.600 -212.63 -179.06 -168.11 -221.48
62.622 -204.45 -170.81 -159.88 -214.17
62.645 -217.73 -184.31 -172.67 -226.24
62.668 -234.51 -201.46 -188.96 -241.64
62.690 -227.56 -194.12 -182.21 -234.74
62.713 -213.08 -179.60 -168.09 -221.55
62.736 -204.79 -171.37 -160.08 -214.51
62.758 -218.02 -184.83 -172.96 -226.74
62.781 -236.06 -203.13 -190.64 -243.03
62.804 -226.40 -193.10 -181.32 -233.44
62.826 -232.32 -198.91 -186.73 -239.30
62.830 -227.45 -193.86 -181.99 -234.27
62.835 -213.44 -179.73 -168.17 -221.66
62.839 -205.17 -171.39 -160.13 -214.33
62.843 -217.62 -184.13 -172.18 -225.95
62.847 -234.47 -201.52 -189.07 -241.51
62.852 -226.80 -193.50 -181.54 -234.05
62.856 -210.87 -177.56 -166.39 -219.70
62.860 -205.46 -171.97 -160.80 -215.22
62.864 -217.84 -184.54 -172.64 -226.22
62.869 -235.43 -202.17 -189.95 -242.72
62.873 -227.25 -193.88 -181.99 -234.63
62.877 -212.70 -179.22 -168.09 -221.22
62.881 -205.46 -171.91 -161.16 -215.11
62.886 -218.35 -185.16 -173.02 -226.36
62.890 -232.23 -198.95 -186.53 -239.41
62.894 -226.83 -193.61 -181.88 -234.34
62.898 -213.46 -179.55 -168.82 -222.31
62.903 -204.43 -170.52 -159.79 -214.29
62.907 -217.71 -184.42 -172.80 -226.58
62.911 -235.74 -202.78 -190.53 -243.28
62.915 -227.70 -194.59 -182.77 -235.34
62.920 -210.62 -177.36 -166.27 -219.81
62.924 -204.32 -170.41 -159.46 -214.11
62.928 -217.01 -183.22 -172.06 -225.73
62.932 -235.27 -202.04 -189.50 -241.98
62.936 -227.12 -193.81 -181.76 -234.02
62.941 -213.37 -179.75 -168.55 -221.86
62.945 -205.81 -172.15 -161.25 -215.78
62.949 -218.31 -184.94 -173.32 -227.05
62.953 -235.19 -201.77 -189.61 -242.05
62.958 -226.78 -193.57 -181.52 -234.34
62.962 -210.69 -177.23 -165.94 -219.74
62.966 -203.83 -170.10 -158.90 -213.15
62.970 -218.71 -185.21 -173.47 -227.18
62.975 -235.30 -202.24 -190.03 -242.76
62.979 -228.19 -195.29 -183.33 -236.17
62.983 -234.40 -200.83 -189.07 -241.29
62.987 -226.36 -192.67 -180.85 -233.60
62.991 -211.45 -177.88 -166.41 -219.99
62.996 -204.52 -170.95 -159.90 -214.17
63.000 -218.42 -185.18 -173.83 -227.32
63.004 -234.69 -201.59 -189.90 -241.89
63.008 -226.00 -192.92 -181.14 -233.71
63.012 -213.10 -179.48 -168.06 -221.55
63.016 -206.17 -172.09 -161.25 -215.31
63.021 -218.94 -185.34 -173.87 -227.07
63.025 -233.84 -200.56 -188.74 -241.09
63.029 -225.35 -192.16 -180.60 -232.82
63.033 -210.17 -176.87 -165.56 -218.76
63.037 -205.32 -171.86 -161.22 -215.63
63.041 -218.62 -185.23 -173.81 -227.47
63.046 -235.61 -202.48 -190.19 -242.40
63.050 -226.47 -193.05 -181.47 -233.60
63.054 -211.94 -178.30 -167.62 -220.70
63.058 -204.23 -170.52 -159.66 -213.30
63.062 -221.28 -187.89 -176.13 -229.71
63.066 -235.86 -202.64 -190.75 -243.28
63.071 -226.22 -192.94 -181.67 -234.18
63.075 -211.78 -178.19 -167.06 -220.54
63.079 -204.88 -171.17 -160.04 -214.44
63.083 -220.08 -186.61 -175.10 -228.59
63.087 -236.01 -203.04 -190.82 -242.96
63.091 -224.46 -191.29 -179.75 -232.12
63.096 -211.18 -177.74 -166.43 -220.10
63.100 -204.79 -171.48 -160.24 -214.20
63.104 -219.14 -185.68 -174.10 -228.03
63.108 -234.22 -201.23 -189.16 -241.42
63.112 -226.89 -193.86 -182.19 -234.96
63.116 -213.41 -179.64 -168.87 -222.22
63.121 -207.27 -173.74 -162.97 -216.92
63.125 -218.82 -185.27 -174.10 -227.43
63.129 -234.40 -201.21 -189.23 -241.67
63.133 -228.35 -195.18 -183.53 -236.41
63.137 -234.22 -201.23 -189.16 -241.42
63.141 -226.89 -193.86 -182.19 -234.96
63.145 -213.41 -179.64 -168.87 -222.22
63.150 -207.27 -173.74 -162.97 -216.92
63.154 -218.82 -185.27 -174.10 -227.43
63.158 -234.40 -201.21 -189.23 -241.67
63.162 -228.35 -195.18 -183.53 -236.41
63.166 -211.83 -178.79 -167.68 -220.86
63.170 -205.57 -172.31 -161.25 -215.38
63.174 -219.74 -186.46 -175.17 -228.41
63.178 -234.51 -201.48 -189.30 -241.53
63.182 -227.59 -194.21 -182.48 -234.78
63.186 -212.97 -179.26 -168.31 -221.57
63.190 -204.07 -170.48 -159.64 -213.88
63.194 -219.11 -185.61 -174.14 -227.81
63.198 -236.37 -202.73 -190.79 -243.39
63.203 -228.32 -194.93 -183.49 -235.70
63.207 -213.62 -179.98 -168.78 -221.86
63.211 -207.51 -173.81 -162.79 -217.01
63.215 -217.42 -184.49 -172.58 -226.22
63.219 -233.49 -200.23 -187.98 -240.37
63.223 -229.75 -196.63 -185.23 -237.98
63.227 -212.65 -179.15 -168.42 -221.86
63.231 -205.97 -172.31 -161.42 -215.87
63.235 -219.45 -186.35 -174.97 -228.70
63.239 -234.83 -201.77 -189.83 -242.40
63.243 -227.25 -193.99 -182.41 -234.98
63.247 -211.56 -178.34 -167.24 -220.25
63.251 -207.56 -173.83 -163.17 -217.01
63.255 -219.87 -186.06 -175.08 -228.46
63.260 -236.19 -202.98 -190.86 -243.34
63.264 -228.30 -195.04 -183.64 -235.95
63.268 -212.61 -178.88 -168.02 -221.33
63.272 -206.40 -172.60 -161.69 -215.90
63.276 -219.96 -186.44 -174.72 -228.46
63.280 -236.19 -202.75 -190.84 -243.50
63.284 -228.01 -194.73 -183.22 -235.74
63.288 -223.16 -189.95 -179.10 -232.66
63.310 -240.30 -207.27 -195.67 -248.86
63.331 -230.36 -196.61 -186.28 -238.90
63.353 -213.21 -178.95 -169.27 -221.84
63.374 -207.69 -173.81 -163.26 -216.10
63.396 -225.84 -192.69 -180.85 -234.05
63.417 -243.21 -210.22 -198.13 -251.39
63.439 -231.16 -197.95 -187.06 -240.48
63.460 -215.16 -181.79 -171.01 -223.79
63.482 -209.10 -175.60 -164.67 -218.09
63.503 -225.26 -192.09 -180.87 -234.36
63.525 -241.49 -208.74 -197.14 -250.09
63.546 -231.54 -198.46 -187.33 -240.08
63.568 -214.51 -180.98 -170.52 -223.54
63.589 -209.64 -176.02 -165.65 -219.05
63.611 -226.91 -193.99 -182.41 -236.06
63.632 -239.81 -207.22 -195.40 -248.35
63.654 -229.69 -196.72 -185.90 -238.76
63.675 -213.84 -180.33 -170.12 -223.07
63.696 -208.61 -174.84 -164.69 -217.84
63.718 -226.36 -193.03 -182.08 -235.57
63.739 -243.03 -210.24 -198.64 -252.42
63.761 -230.38 -197.54 -186.28 -239.14
63.782 -213.53 -179.55 -169.02 -221.24
63.804 -207.36 -173.85 -163.26 -215.85
63.825 -226.45 -193.50 -182.37 -236.08
63.847 -244.39 -211.54 -199.62 -252.78
63.868 -232.77 -199.71 -188.29 -241.31
63.890 -214.51 -180.92 -170.36 -223.23
63.911 -209.08 -175.39 -165.00 -218.87
63.933 -226.74 -193.59 -182.57 -236.57
63.954 -243.72 -210.87 -199.49 -253.27
63.976 -232.82 -199.29 -188.65 -242.23
63.997 -215.94 -181.81 -171.66 -225.08
64.019 -209.30 -175.46 -165.54 -219.14
64.040 -223.94 -190.73 -179.84 -233.49
64.062 -240.37 -207.29 -195.94 -249.38
64.083 -224.43 -191.15 -179.91 -233.06
64.088 -240.64 -207.36 -196.20 -249.20
64.092 -230.09 -196.40 -185.83 -238.27
64.096 -214.87 -180.98 -170.72 -223.45
64.100 -209.59 -176.22 -165.67 -219.58
64.104 -224.90 -191.64 -180.65 -233.96
64.108 -239.36 -206.44 -195.04 -247.12
64.113 -231.32 -198.26 -187.51 -239.77
64.117 -215.52 -182.30 -171.82 -224.95
64.121 -209.46 -176.38 -165.31 -219.52
64.125 -224.70 -191.91 -179.98 -232.61
64.129 -241.76 -208.52 -197.01 -248.33
64.133 -230.78 -197.50 -186.66 -238.74
64.138 -215.90 -182.93 -171.93 -225.44
64.142 -211.94 -178.61 -167.73 -221.75
64.146 -225.17 -192.00 -180.71 -235.01
64.150 -240.10 -207.02 -195.69 -248.48
64.154 -232.37 -199.33 -188.47 -240.93
64.158 -217.93 -184.96 -174.63 -227.97
64.163 -211.31 -178.19 -168.04 -222.04
64.167 -225.66 -192.31 -181.99 -235.23
64.171 -239.88 -206.46 -195.62 -248.46
64.175 -231.77 -198.35 -187.04 -239.86
64.179 -215.87 -182.70 -171.95 -225.28
64.183 -209.28 -175.84 -165.78 -219.36
64.188 -225.02 -191.87 -180.80 -234.13
64.192 -240.33 -207.18 -195.73 -248.48
64.196 -231.83 -198.60 -187.51 -240.19
64.200 -215.85 -182.41 -172.02 -225.06
64.204 -209.82 -175.89 -165.98 -219.72
64.208 -225.10 -191.91 -180.96 -234.18
64.213 -240.77 -207.80 -196.23 -248.48
64.217 -230.69 -197.28 -186.55 -239.21
64.221 -214.78 -181.43 -171.24 -224.57
64.225 -209.75 -176.31 -165.56 -219.32
64.229 -224.99 -191.31 -180.45 -233.55
64.233 -239.57 -206.33 -195.38 -247.81
64.238 -225.10 -191.91 -180.96 -234.18
64.242 -240.77 -207.80 -196.23 -248.48
64.246 -230.69 -197.28 -186.55 -239.21
64.250 -214.78 -181.43 -171.24 -224.57
64.254 -209.75 -176.31 -165.56 -219.32
64.258 -224.99 -191.31 -180.45 -233.55
64.262 -239.57 -206.33 -195.38 -247.81
64.266 -230.98 -197.77 -186.95 -239.70
64.270 -215.56 -182.21 -171.48 -224.61
64.274 -208.77 -175.48 -164.71 -218.35
64.278 -225.62 -192.54 -181.36 -234.38
64.282 -239.61 -206.40 -194.82 -247.23
64.286 -231.70 -198.51 -187.58 -240.04
64.290 -215.29 -181.74 -171.46 -224.46
64.294 -209.48 -175.77 -165.78 -219.54
64.298 -223.74 -190.59 -179.48 -232.93
64.302 -238.83 -205.77 -194.26 -246.58
64.306 -232.66 -199.15 -188.18 -240.77
64.310 -216.90 -183.71 -173.07 -226.40
64.314 -211.05 -177.61 -167.17 -221.30
64.318 -224.17 -191.24 -180.69 -234.31
64.323 -239.70 -206.66 -195.62 -247.95
64.327 -230.42 -197.08 -186.26 -238.74
64.331 -214.71 -181.25 -171.08 -224.32
64.335 -210.31 -176.96 -166.88 -220.57
64.339 -224.79 -191.71 -180.80 -233.75
64.343 -239.05 -205.77 -194.26 -246.92
64.347 -230.71 -197.32 -186.88 -239.86
64.351 -214.89 -181.25 -171.12 -224.43
64.355 -210.53 -176.87 -166.65 -220.70
64.359 -225.24 -191.89 -181.36 -234.54
64.363 -239.99 -206.80 -195.26 -247.72
64.367 -230.87 -197.50 -186.68 -239.25
64.371 -215.22 -181.56 -171.35 -224.88
64.375 -209.70 -176.22 -165.72 -220.01
64.379 -224.90 -191.47 -180.22 -233.58
64.383 -239.54 -206.64 -195.04 -247.68
64.387 -224.77 -191.71 -180.92 -233.96
64.391 -241.33 -208.34 -197.08 -249.49
64.395 -230.85 -197.77 -186.70 -239.48
64.399 -215.27 -181.81 -171.35 -224.70
64.403 -209.55 -175.93 -165.67 -219.36
64.407 -226.13 -192.72 -182.14 -235.79
64.412 -239.74 -206.33 -195.29 -247.75
64.416 -229.35 -196.00 -185.14 -237.91
64.420 -216.36 -183.04 -172.44 -225.91
64.424 -210.08 -176.47 -166.23 -220.23
64.428 -224.46 -190.91 -180.07 -233.60
64.432 -240.62 -207.20 -196.27 -248.66
64.436 -230.87 -197.46 -186.82 -239.61
64.440 -215.16 -181.76 -171.30 -224.68
64.444 -210.33 -176.91 -166.70 -219.92
64.448 -224.66 -191.38 -180.80 -233.62
64.452 -239.52 -206.44 -195.47 -247.59
64.456 -231.83 -198.60 -187.49 -240.04
64.460 -217.80 -184.20 -173.92 -227.43
64.464 -210.78 -177.50 -167.41 -221.33
64.468 -226.56 -193.21 -182.77 -235.97
64.473 -239.36 -206.17 -195.31 -247.48
64.477 -231.12 -197.63 -187.22 -239.59
64.481 -216.70 -182.99 -173.32 -226.31
64.485 -211.47 -177.65 -167.93 -221.39
64.489 -226.45 -192.94 -182.19 -235.12
64.493 -239.99 -206.62 -195.49 -247.68
64.497 -231.72 -198.19 -187.44 -240.21
64.501 -216.95 -183.40 -173.36 -226.80
64.505 -210.35 -176.94 -166.50 -220.57
64.509 -227.03 -193.36 -182.48 -235.81
64.513 -240.84 -207.33 -196.40 -249.24
64.517 -231.09 -197.52 -187.17 -239.90
64.521 -216.68 -182.93 -172.71 -226.04
64.525 -212.14 -178.10 -167.95 -221.93
64.529 -226.65 -193.03 -182.66 -235.83
64.534 -240.50 -207.18 -196.43 -248.64
64.538 -229.22 -195.94 -185.01 -238.49
64.559 -243.23 -209.93 -198.93 -252.04
64.581 -231.27 -197.61 -187.20 -239.77
64.602 -216.70 -182.57 -172.60 -225.37
64.623 -213.59 -179.69 -169.87 -223.43
64.645 -230.42 -196.96 -185.77 -239.59
64.666 -242.47 -209.17 -198.06 -251.19
64.688 -232.32 -198.30 -188.16 -240.66
64.709 -218.06 -184.42 -174.05 -227.25
64.731 -214.11 -180.24 -170.19 -223.94
64.752 -229.04 -195.51 -184.80 -238.47
64.774 -243.34 -209.46 -198.95 -251.68
64.795 -232.37 -198.84 -188.51 -241.20
64.817 -215.78 -182.26 -172.31 -225.75
64.838 -211.94 -178.28 -168.64 -222.47
64.860 -228.64 -195.35 -185.01 -238.63
64.881 -241.64 -208.25 -197.48 -250.23
64.902 -233.11 -199.36 -188.96 -241.35
64.924 -218.04 -184.13 -174.25 -226.96
64.945 -214.24 -180.13 -170.32 -224.37
64.967 -229.19 -195.78 -185.52 -238.94
64.988 -240.88 -207.69 -196.63 -249.42
65.010 -231.45 -197.75 -187.13 -239.97
65.031 -217.55 -183.73 -174.05 -227.25
65.053 -213.95 -180.40 -170.70 -224.81
65.074 -229.35 -195.76 -185.34 -239.14
65.096 -242.43 -209.03 -198.51 -251.05
65.117 -231.03 -197.30 -187.06 -239.61
65.139 -215.63 -181.97 -172.49 -225.15
65.160 -215.14 -181.21 -171.04 -225.06
65.182 -230.13 -196.52 -185.63 -239.72
65.203 -241.69 -208.47 -197.43 -250.05
65.224 -231.43 -198.13 -187.75 -240.15
65.246 -217.55 -183.84 -174.41 -227.92
